GRE_Score,TOEFL_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit,Admitted,Year,Stream,Cluster
326,119,1,1.0,1.0,8.71,0,0.74,1,2023,EE,High Profile
294,108,1,3.0,4.5,6.78,0,0.45,0,2024,ME,Low Profile
314,104,3,2.5,1.5,8.59,0,0.53,0,2018,ME,High Profile
323,95,3,3.5,3.5,7.93,1,0.63,0,2021,DS,Mid Profile
327,114,5,4.0,5.0,7.76,1,0.68,1,2018,ME,Mid Profile
311,118,3,4.5,4.0,6.45,0,0.48,0,2021,CS,Low Profile
337,112,5,2.5,4.0,8.07,0,0.76,1,2022,CE,Low Profile
329,117,2,5.0,2.0,6.4,1,0.53,0,2020,CE,Mid Profile
300,116,3,2.0,4.5,6.66,0,0.57,0,2020,EE,Low Profile
324,115,1,1.5,2.5,6.53,0,0.51,0,2020,CS,High Profile
327,106,3,2.5,1.0,9.82,0,0.82,1,2020,CS,High Profile
307,94,1,3.0,2.5,7.14,1,0.55,0,2020,DS,Mid Profile
327,92,3,4.0,2.5,7.42,1,0.63,0,2020,ME,Mid Profile
335,97,2,4.5,3.0,7.29,0,0.53,0,2022,ME,Low Profile
331,104,1,2.0,2.0,9.59,0,0.8,1,2018,DS,High Profile
328,113,1,2.0,3.0,8.25,0,0.66,1,2018,CS,Low Profile
322,105,3,5.0,2.5,9.68,1,0.81,1,2021,EE,Mid Profile
303,92,5,2.5,2.0,7.2,0,0.61,0,2022,DS,High Profile
330,98,1,2.0,4.0,6.46,0,0.51,0,2019,ME,Low Profile
308,120,3,5.0,2.0,8.22,0,0.66,1,2019,CS,High Profile
317,120,2,3.0,4.0,7.38,1,0.66,1,2022,CE,Mid Profile
306,102,5,5.0,2.0,9.21,0,0.76,1,2020,CS,High Profile
305,115,3,5.0,4.5,9.52,1,0.8,1,2023,CE,Mid Profile
298,112,5,5.0,2.5,7.89,1,0.71,1,2019,CE,Mid Profile
339,119,2,3.5,1.0,9.89,1,0.87,1,2018,DS,Mid Profile
297,117,1,4.5,1.5,8.21,0,0.61,0,2021,ME,High Profile
294,110,3,5.0,4.5,7.08,0,0.47,0,2020,EE,Low Profile
337,103,4,2.0,4.5,7.96,0,0.64,0,2023,DS,Low Profile
318,110,5,1.0,1.5,6.15,0,0.52,0,2021,ME,High Profile
312,101,5,2.0,3.5,9.22,1,0.78,1,2020,CE,Mid Profile
327,102,5,3.5,3.5,6.41,0,0.64,0,2019,CS,Low Profile
309,109,4,3.0,1.5,7.23,0,0.63,0,2019,CE,High Profile
296,108,2,1.0,3.0,8.26,1,0.79,1,2023,ME,Mid Profile
327,108,3,3.5,4.0,6.17,0,0.52,0,2019,EE,Low Profile
298,103,1,1.5,5.0,6.32,0,0.57,0,2021,CE,Low Profile
318,103,3,3.0,4.5,8.78,1,0.73,1,2023,CS,Mid Profile
338,92,2,3.5,1.0,6.29,1,0.39,0,2024,CE,Mid Profile
337,109,1,3.5,2.0,7.91,1,0.67,1,2019,DS,Mid Profile
308,108,2,2.5,2.5,7.35,0,0.61,0,2018,ME,High Profile
329,119,3,2.5,1.5,6.91,1,0.63,0,2023,CS,Mid Profile
321,106,2,4.0,3.5,6.76,1,0.6,0,2022,ME,Mid Profile
314,105,5,4.0,1.0,9.05,0,0.83,1,2020,ME,High Profile
297,93,3,4.5,1.5,9.81,0,0.82,1,2022,ME,High Profile
309,97,5,2.5,1.0,6.56,1,0.61,0,2019,EE,Mid Profile
323,101,4,2.5,2.0,9.84,0,0.77,1,2022,CE,High Profile
340,102,1,2.0,4.0,8.38,0,0.62,0,2023,EE,Low Profile
290,102,2,3.0,1.5,8.57,1,0.82,1,2020,ME,Mid Profile
326,103,4,1.5,5.0,8.84,1,0.79,1,2021,ME,Mid Profile
333,114,3,2.5,2.0,8.82,0,0.71,1,2020,CE,High Profile
338,95,2,1.5,1.0,9.28,1,0.78,1,2018,CE,Mid Profile
311,101,3,3.0,2.5,7.93,1,0.65,1,2018,DS,Mid Profile
296,96,5,4.5,4.0,8.13,1,0.67,1,2024,CE,Mid Profile
303,100,2,5.0,1.0,7.3,0,0.49,0,2021,CE,High Profile
333,111,1,3.0,1.0,6.42,0,0.42,0,2019,DS,High Profile
334,93,2,1.0,4.5,8.66,1,0.74,1,2018,EE,Mid Profile
322,101,5,2.0,3.5,6.13,0,0.44,0,2020,EE,Low Profile
296,92,4,1.0,2.5,7.1,1,0.66,1,2024,ME,Mid Profile
296,119,5,4.0,4.0,6.38,1,0.58,0,2020,ME,Mid Profile
314,113,5,5.0,4.5,6.76,0,0.56,0,2024,CE,Low Profile
320,99,1,3.0,2.5,8.55,1,0.7,1,2021,CS,Mid Profile
291,97,2,1.5,3.5,8.51,1,0.72,1,2023,CS,Mid Profile
324,94,1,1.0,1.0,7.68,1,0.67,1,2023,CE,Mid Profile
317,105,1,5.0,2.0,6.36,1,0.57,0,2018,DS,Mid Profile
290,113,5,2.0,3.5,7.73,1,0.68,1,2018,EE,Mid Profile
294,108,5,1.5,1.5,7.41,1,0.71,1,2024,EE,Mid Profile
313,117,1,1.5,5.0,8.88,1,0.79,1,2024,ME,Mid Profile
326,101,4,2.0,5.0,8.32,1,0.78,1,2018,ME,Mid Profile
332,100,3,3.5,2.0,7.97,0,0.62,0,2022,CS,High Profile
311,105,1,5.0,2.5,7.95,0,0.53,0,2024,ME,Low Profile
305,97,5,2.0,1.5,9.87,0,0.84,1,2024,DS,High Profile
339,120,5,4.0,3.0,9.03,1,0.88,1,2020,CE,Mid Profile
313,97,3,1.0,1.5,7.99,0,0.67,1,2023,DS,High Profile
306,105,4,1.0,2.5,7.92,1,0.72,1,2022,CE,Mid Profile
312,107,2,1.0,3.0,6.11,0,0.44,0,2024,DS,Low Profile
290,93,4,5.0,3.5,9.77,0,0.75,1,2019,EE,Low Profile
305,105,3,3.5,3.5,7.28,0,0.6,0,2022,CS,Low Profile
316,105,5,4.5,1.5,7.02,1,0.64,0,2018,CS,Mid Profile
336,99,1,1.0,4.5,10.0,1,0.85,1,2020,DS,Mid Profile
327,95,1,1.0,4.0,8.87,1,0.83,1,2018,CE,Mid Profile
329,93,5,4.5,4.0,6.19,1,0.48,0,2021,EE,Mid Profile
317,92,2,1.0,3.0,6.25,0,0.43,0,2023,DS,Low Profile
295,105,2,1.5,5.0,6.1,1,0.59,0,2022,EE,Mid Profile
309,94,4,3.0,2.5,8.4,0,0.72,1,2020,ME,High Profile
340,119,1,3.5,4.5,6.29,0,0.48,0,2020,EE,Low Profile
292,99,3,2.0,1.5,9.73,1,0.86,1,2020,CS,Mid Profile
334,110,2,3.0,2.0,9.75,1,0.88,1,2023,EE,Mid Profile
324,111,1,4.0,3.0,8.18,0,0.51,0,2019,EE,Low Profile
304,106,5,2.5,3.5,8.47,1,0.7,1,2018,ME,Mid Profile
329,117,1,2.5,4.0,7.17,0,0.57,0,2021,CS,Low Profile
332,95,1,1.0,2.0,6.26,1,0.5,0,2023,EE,Mid Profile
292,98,4,3.0,4.5,8.95,1,0.79,1,2021,ME,Mid Profile
295,99,5,4.5,2.0,6.41,1,0.61,0,2019,EE,Mid Profile
323,95,1,3.5,3.0,6.34,1,0.51,0,2018,CE,Mid Profile
340,100,4,5.0,5.0,7.24,1,0.58,0,2024,CE,Mid Profile
291,101,3,1.5,3.0,6.05,0,0.46,0,2023,DS,Low Profile
323,114,5,1.0,4.0,7.74,1,0.68,1,2019,DS,Mid Profile
296,100,1,3.0,5.0,8.83,0,0.69,1,2018,EE,Low Profile
323,117,5,1.5,5.0,9.21,0,0.77,1,2018,CE,Low Profile
321,114,4,3.5,3.0,8.42,1,0.88,1,2020,CE,Mid Profile
294,118,5,5.0,2.5,9.39,1,0.73,1,2023,ME,Mid Profile
324,95,2,2.5,1.5,7.63,0,0.58,0,2019,CE,High Profile
335,120,5,3.0,3.0,9.4,0,0.82,1,2023,CS,High Profile
334,109,4,4.0,5.0,8.03,1,0.68,1,2018,EE,Mid Profile
291,120,1,1.5,3.0,6.89,0,0.59,0,2023,DS,Low Profile
302,102,5,5.0,2.5,9.78,0,0.86,1,2019,DS,High Profile
302,119,4,1.5,1.0,7.1,0,0.57,0,2024,CS,High Profile
313,109,2,4.5,2.5,6.1,0,0.45,0,2021,ME,Low Profile
297,94,3,3.5,2.0,6.97,1,0.58,0,2019,EE,Mid Profile
333,103,2,1.5,5.0,7.47,1,0.64,0,2019,CS,Mid Profile
329,95,3,4.0,3.0,7.41,1,0.63,0,2023,CS,Mid Profile
331,119,5,1.5,1.5,8.1,0,0.68,1,2020,ME,High Profile
300,100,5,3.5,1.0,9.53,1,0.86,1,2020,CE,Mid Profile
290,98,2,5.0,4.5,7.17,1,0.64,0,2023,ME,Mid Profile
336,108,5,5.0,5.0,8.08,0,0.61,0,2021,EE,Low Profile
304,104,3,4.5,4.0,7.36,0,0.52,0,2022,CE,Low Profile
323,94,4,3.0,1.5,9.29,0,0.67,1,2021,CE,High Profile
336,115,4,3.5,1.0,6.63,1,0.64,0,2018,DS,Mid Profile
291,116,3,2.0,1.5,6.41,1,0.56,0,2018,EE,Mid Profile
290,113,3,5.0,4.0,8.01,0,0.67,1,2018,EE,Low Profile
290,109,3,3.0,4.0,8.69,0,0.63,0,2022,ME,Low Profile
297,103,5,4.0,4.5,9.18,0,0.86,1,2021,ME,Low Profile
292,107,2,2.5,1.0,8.36,1,0.69,1,2023,ME,Mid Profile
331,107,2,4.0,1.5,9.1,0,0.76,1,2024,DS,High Profile
320,96,2,2.0,5.0,7.57,0,0.64,0,2019,CS,Low Profile
339,94,1,4.0,5.0,6.13,0,0.4,0,2024,ME,Low Profile
330,99,2,1.0,4.0,6.46,1,0.52,0,2024,ME,Mid Profile
339,105,1,1.0,1.0,6.15,0,0.48,0,2022,EE,High Profile
302,96,1,2.5,1.0,7.32,1,0.76,1,2021,CE,Mid Profile
304,95,4,3.0,1.0,7.98,1,0.7,1,2019,DS,Mid Profile
333,116,1,4.0,4.0,7.43,1,0.74,1,2019,ME,Mid Profile
302,102,3,2.5,4.5,8.24,0,0.72,1,2018,CS,Low Profile
292,108,4,1.0,3.5,7.92,0,0.66,1,2022,CS,Low Profile
324,107,4,2.0,2.0,8.71,0,0.67,1,2021,ME,High Profile
330,113,3,2.5,4.0,8.67,1,0.84,1,2019,CE,Mid Profile
339,113,1,3.0,1.0,7.27,1,0.56,0,2018,EE,Mid Profile
337,100,5,3.5,4.5,7.38,1,0.74,1,2018,EE,Mid Profile
296,116,5,2.0,5.0,8.34,1,0.76,1,2022,DS,Mid Profile
329,102,4,3.5,4.0,8.39,1,0.6,0,2022,CS,Mid Profile
333,116,1,3.5,4.5,7.26,0,0.57,0,2022,CS,Low Profile
325,103,1,4.0,3.5,7.32,1,0.66,1,2018,CS,Mid Profile
331,95,2,3.0,3.0,8.78,1,0.75,1,2018,DS,Mid Profile
332,114,1,4.5,2.0,8.59,0,0.75,1,2018,ME,High Profile
312,92,5,1.5,5.0,6.54,1,0.51,0,2023,CS,Mid Profile
292,114,2,4.0,4.0,7.76,0,0.55,0,2023,EE,Low Profile
313,93,2,1.0,1.5,9.57,0,0.77,1,2020,DS,High Profile
300,97,5,1.0,5.0,6.15,0,0.47,0,2018,CE,Low Profile
295,109,5,4.5,1.0,9.42,0,0.77,1,2020,EE,High Profile
296,119,2,3.0,3.5,6.65,0,0.59,0,2023,EE,Low Profile
325,103,2,3.5,1.5,8.03,0,0.6,0,2019,CS,High Profile
315,95,3,3.5,3.5,7.7,1,0.68,1,2023,CE,Mid Profile
317,98,4,4.0,2.5,6.04,0,0.46,0,2021,CS,High Profile
328,117,5,2.0,2.5,9.66,0,0.75,1,2018,EE,High Profile
317,113,5,1.5,4.0,7.82,1,0.63,0,2024,EE,Mid Profile
322,94,5,1.0,4.0,9.82,0,0.82,1,2021,CE,Low Profile
294,103,1,4.5,2.5,7.15,0,0.65,1,2022,CE,Low Profile
333,99,2,2.0,5.0,9.47,0,0.81,1,2018,CE,Low Profile
312,97,3,3.5,3.0,9.69,1,0.76,1,2020,EE,Mid Profile
297,116,1,3.0,1.5,8.23,0,0.49,0,2022,EE,High Profile
331,109,2,1.5,1.0,6.81,1,0.63,0,2022,EE,Mid Profile
327,97,1,2.5,1.5,8.74,0,0.7,1,2018,CS,High Profile
292,110,5,1.0,4.0,8.2,0,0.73,1,2022,CE,Low Profile
299,103,1,1.5,3.0,9.78,1,0.8,1,2024,ME,Mid Profile
290,93,1,1.5,2.5,7.76,1,0.66,1,2023,ME,Mid Profile
303,105,1,4.5,3.0,7.07,0,0.59,0,2019,DS,Low Profile
295,97,1,3.5,4.5,6.55,0,0.45,0,2024,CS,Low Profile
326,99,3,5.0,3.5,8.79,1,0.75,1,2022,DS,Mid Profile
316,117,2,2.5,1.0,9.9,0,0.84,1,2018,CE,High Profile
339,112,5,1.5,1.0,6.11,0,0.52,0,2018,EE,High Profile
328,95,2,3.5,3.0,8.96,1,0.78,1,2024,CE,Mid Profile
321,116,3,5.0,2.5,9.71,0,0.88,1,2019,CE,High Profile
315,108,4,3.0,4.5,6.3,1,0.52,0,2018,EE,Mid Profile
292,117,4,1.0,3.5,6.44,1,0.49,0,2021,EE,Mid Profile
293,113,4,2.0,4.0,8.77,1,0.89,1,2021,DS,Mid Profile
321,101,2,5.0,3.5,8.59,0,0.66,1,2022,CS,Low Profile
290,107,3,3.0,2.5,6.28,0,0.44,0,2022,CS,High Profile
292,107,5,5.0,3.5,9.34,0,0.77,1,2024,CE,Low Profile
301,112,5,3.0,3.5,8.09,0,0.67,1,2023,DS,Low Profile
335,99,4,1.0,4.0,9.63,1,0.84,1,2018,ME,Mid Profile
313,101,4,4.5,1.5,9.51,1,0.84,1,2018,CS,Mid Profile
326,99,5,4.0,3.5,9.25,1,0.83,1,2018,ME,Mid Profile
310,100,4,4.0,2.0,8.06,1,0.71,1,2020,EE,Mid Profile
298,96,5,5.0,4.5,7.01,1,0.47,0,2020,DS,Mid Profile
308,93,1,1.5,4.5,8.02,0,0.72,1,2024,CE,Low Profile
294,119,2,5.0,3.5,6.4,0,0.49,0,2020,EE,Low Profile
329,94,1,2.0,5.0,8.64,0,0.72,1,2018,CE,Low Profile
299,117,1,5.0,3.0,6.54,1,0.48,0,2024,CE,Mid Profile
309,92,3,1.5,1.0,8.04,0,0.61,0,2019,CE,High Profile
339,114,2,3.0,3.5,6.22,1,0.51,0,2024,EE,Mid Profile
320,101,3,4.5,4.0,7.2,0,0.65,1,2023,ME,Low Profile
313,107,3,1.0,1.0,6.93,1,0.57,0,2024,CS,Mid Profile
317,100,4,1.0,1.0,8.48,1,0.79,1,2023,ME,Mid Profile
329,106,5,4.5,2.0,9.15,0,0.74,1,2019,EE,High Profile
302,105,5,1.0,4.5,6.23,0,0.46,0,2022,ME,Low Profile
322,107,2,3.5,3.0,9.4,0,0.77,1,2020,DS,Low Profile
334,103,2,5.0,5.0,9.44,0,0.85,1,2022,DS,Low Profile
319,107,4,3.5,4.5,7.37,0,0.49,0,2023,ME,Low Profile
312,115,1,3.0,3.0,8.64,1,0.69,1,2021,CE,Mid Profile
297,104,3,2.5,4.0,7.61,0,0.49,0,2020,CS,Low Profile
302,102,3,3.5,2.0,6.62,0,0.45,0,2024,ME,High Profile
338,95,1,3.5,1.0,8.11,1,0.65,1,2022,CE,Mid Profile
317,102,4,3.0,2.5,6.35,1,0.46,0,2024,CE,Mid Profile
305,95,2,1.5,3.5,9.51,0,0.73,1,2019,DS,Low Profile
311,97,1,3.5,1.5,9.7,1,0.73,1,2023,ME,Mid Profile
319,119,4,4.0,1.5,9.29,0,0.74,1,2020,DS,High Profile
317,94,1,4.0,1.0,8.25,0,0.71,1,2021,DS,High Profile
325,105,4,1.0,4.0,8.23,0,0.7,1,2024,ME,Low Profile
303,116,1,4.0,5.0,9.94,0,0.84,1,2020,CS,Low Profile
323,119,3,4.0,4.5,6.99,0,0.51,0,2019,EE,Low Profile
312,96,5,1.5,2.5,6.3,1,0.45,0,2024,CE,Mid Profile
337,96,2,4.5,3.5,8.25,0,0.6,0,2024,ME,Low Profile
298,102,4,3.0,5.0,7.32,0,0.57,0,2020,DS,Low Profile
297,108,4,3.0,3.5,7.29,0,0.63,0,2020,DS,Low Profile
313,119,5,4.0,2.0,6.03,0,0.53,0,2019,CS,High Profile
315,98,1,3.0,2.5,8.38,0,0.7,1,2018,DS,High Profile
325,96,4,3.0,4.0,7.06,1,0.57,0,2021,EE,Mid Profile
310,99,5,2.0,3.0,6.75,1,0.58,0,2019,DS,Mid Profile
336,117,4,5.0,4.5,6.16,1,0.54,0,2023,ME,Mid Profile
314,92,1,5.0,4.5,7.46,0,0.56,0,2019,ME,Low Profile
296,103,5,1.5,1.0,9.52,1,0.96,1,2022,CS,Mid Profile
296,95,1,4.0,4.0,7.35,1,0.51,0,2021,CS,Mid Profile
339,96,3,1.0,2.5,8.72,1,0.76,1,2022,ME,Mid Profile
296,118,3,2.5,3.0,9.03,0,0.82,1,2018,ME,Low Profile
338,92,3,5.0,2.0,7.31,1,0.55,0,2021,ME,Mid Profile
304,101,3,1.5,2.5,9.29,0,0.72,1,2022,CS,High Profile
294,118,1,2.5,2.0,8.77,1,0.74,1,2020,ME,Mid Profile
305,109,3,1.5,1.0,8.24,0,0.66,1,2024,CS,High Profile
321,94,5,4.0,4.5,6.0,1,0.42,0,2021,CS,Mid Profile
311,105,3,3.0,1.5,6.14,0,0.5,0,2020,ME,High Profile
330,120,2,3.5,2.5,9.96,1,0.94,1,2018,CE,Mid Profile
321,103,5,5.0,1.5,9.13,0,0.79,1,2019,CE,High Profile
310,107,1,3.0,1.5,9.75,1,0.81,1,2021,DS,Mid Profile
322,107,3,4.0,2.5,9.61,0,0.81,1,2020,DS,High Profile
339,111,3,1.0,5.0,6.08,1,0.49,0,2024,EE,Mid Profile
311,97,3,1.5,5.0,9.17,1,0.78,1,2023,CE,Mid Profile
297,116,5,5.0,2.5,7.8,0,0.76,1,2019,CS,High Profile
310,120,3,4.5,3.0,9.16,0,0.78,1,2022,DS,Low Profile
332,96,5,3.5,5.0,6.03,1,0.46,0,2021,EE,Mid Profile
301,115,1,2.5,2.0,7.15,0,0.57,0,2018,CE,High Profile
338,115,4,1.5,5.0,9.01,0,0.7,1,2022,DS,Low Profile
320,113,3,4.5,1.0,9.17,1,0.76,1,2021,CE,Mid Profile
320,102,2,4.5,2.0,8.48,0,0.63,0,2018,DS,High Profile
306,105,2,2.0,2.5,7.21,0,0.54,0,2021,CS,High Profile
336,116,4,3.5,1.0,7.24,0,0.65,1,2023,CS,High Profile
291,96,4,3.5,4.5,9.87,0,0.84,1,2020,CE,Low Profile
305,116,4,3.0,4.5,7.76,0,0.67,1,2020,ME,Low Profile
311,118,1,5.0,2.5,7.79,0,0.57,0,2018,CS,Low Profile
314,111,3,1.5,4.5,8.21,0,0.64,0,2019,CE,Low Profile
314,101,5,2.0,4.0,7.64,0,0.63,0,2024,CS,Low Profile
297,108,1,1.0,4.5,8.21,0,0.62,0,2022,DS,Low Profile
301,93,3,4.0,4.5,7.73,0,0.58,0,2019,CS,Low Profile
294,119,3,3.5,3.5,9.31,0,0.8,1,2021,ME,Low Profile
319,101,5,5.0,1.0,9.64,1,0.85,1,2019,DS,Mid Profile
307,93,2,3.0,5.0,9.73,0,0.8,1,2021,ME,Low Profile
318,115,3,1.5,3.5,8.26,1,0.82,1,2019,CE,Mid Profile
320,111,4,3.0,5.0,7.77,1,0.68,1,2022,CE,Mid Profile
325,110,1,1.0,5.0,8.82,1,0.84,1,2021,DS,Mid Profile
317,93,5,4.0,1.5,9.35,1,0.86,1,2022,ME,Mid Profile
323,113,5,4.0,2.5,8.25,0,0.61,0,2021,DS,High Profile
319,110,4,4.5,1.5,8.8,1,0.73,1,2020,ME,Mid Profile
323,115,4,2.5,1.0,9.0,0,0.72,1,2019,DS,High Profile
321,115,4,2.0,5.0,8.71,1,0.74,1,2019,CE,Mid Profile
306,98,4,1.0,5.0,8.98,0,0.73,1,2021,CS,Low Profile
302,98,5,2.5,5.0,6.83,0,0.56,0,2021,CE,Low Profile
330,118,3,3.0,4.5,7.99,0,0.73,1,2022,DS,Low Profile
307,107,3,4.0,3.5,8.35,0,0.69,1,2018,CS,Low Profile
318,104,4,4.0,3.0,6.01,0,0.44,0,2019,DS,Low Profile
300,100,1,1.5,5.0,9.42,1,0.7,1,2023,CS,Mid Profile
312,110,5,2.0,3.0,8.44,0,0.71,1,2024,DS,High Profile
317,113,4,3.0,3.5,6.52,1,0.58,0,2024,CE,Mid Profile
321,92,4,2.5,1.5,9.27,0,0.77,1,2020,CS,High Profile
316,108,2,1.0,4.0,8.87,1,0.9,1,2018,CE,Mid Profile
308,120,2,4.5,4.5,9.03,0,0.82,1,2019,CS,Low Profile
339,100,3,4.0,4.0,7.57,0,0.65,1,2018,ME,Low Profile
316,100,4,3.0,3.0,9.42,0,0.73,1,2024,DS,High Profile
294,115,5,4.5,2.0,6.14,1,0.48,0,2021,DS,Mid Profile
329,113,1,4.0,4.5,8.73,0,0.64,0,2018,DS,Low Profile
323,108,2,5.0,1.0,9.8,1,0.95,1,2018,CE,Mid Profile
312,117,3,5.0,3.0,9.32,1,0.97,1,2018,EE,Mid Profile
312,95,4,4.0,4.5,7.11,0,0.53,0,2023,ME,Low Profile
333,118,1,2.5,5.0,6.21,0,0.42,0,2023,DS,Low Profile
294,116,3,3.5,2.0,9.76,1,0.75,1,2018,DS,Mid Profile
325,106,1,2.5,3.5,9.75,1,0.85,1,2018,ME,Mid Profile
300,113,4,3.5,1.5,8.13,1,0.7,1,2023,DS,Mid Profile
294,107,4,4.5,1.5,8.57,1,0.72,1,2021,EE,Mid Profile
316,99,3,2.5,2.5,7.85,0,0.64,0,2020,ME,High Profile
339,115,2,3.0,4.5,7.68,1,0.71,1,2022,DS,Mid Profile
327,99,1,1.0,4.0,6.48,1,0.56,0,2019,EE,Mid Profile
328,101,5,4.0,3.0,6.39,0,0.49,0,2019,CE,High Profile
326,107,4,3.0,2.0,6.93,0,0.5,0,2020,ME,High Profile
330,116,2,3.0,1.5,9.35,1,0.88,1,2024,EE,Mid Profile
316,103,3,3.0,2.0,6.58,1,0.56,0,2023,EE,Mid Profile
296,106,4,1.5,1.5,6.91,1,0.64,0,2019,CE,Mid Profile
332,93,4,3.5,1.5,8.19,0,0.71,1,2021,ME,High Profile
312,95,3,4.0,4.0,6.86,0,0.45,0,2024,EE,Low Profile
315,93,2,2.5,1.5,6.65,1,0.47,0,2024,CE,Mid Profile
308,94,4,1.5,1.0,8.25,1,0.67,1,2023,CS,Mid Profile
299,117,4,2.5,3.0,7.47,1,0.6,0,2018,CS,Mid Profile
337,116,3,1.5,2.0,8.5,1,0.81,1,2019,DS,Mid Profile
329,115,1,2.5,3.0,9.65,0,0.83,1,2019,CE,Low Profile
322,93,3,3.5,1.5,6.6,1,0.62,0,2019,ME,Mid Profile
310,94,4,1.5,1.5,9.65,0,0.81,1,2019,CS,High Profile
331,100,5,4.0,2.5,9.61,1,0.88,1,2020,ME,Mid Profile
317,108,3,2.0,4.0,9.32,0,0.84,1,2021,ME,Low Profile
312,101,2,5.0,2.5,8.53,1,0.76,1,2020,ME,Mid Profile
312,106,3,4.0,3.0,8.48,1,0.75,1,2020,CS,Mid Profile
301,97,1,2.0,3.0,8.56,1,0.81,1,2019,ME,Mid Profile
294,113,1,3.5,2.0,8.76,1,0.77,1,2019,ME,Mid Profile
318,101,4,1.0,2.0,6.07,1,0.5,0,2024,EE,Mid Profile
335,93,5,1.0,2.5,9.83,1,0.83,1,2022,CS,Mid Profile
293,113,5,5.0,1.0,8.34,0,0.73,1,2019,DS,High Profile
333,118,3,4.5,4.0,9.13,0,0.84,1,2023,CE,Low Profile
332,92,1,1.5,3.5,7.51,1,0.63,0,2023,CE,Mid Profile
304,104,5,2.0,2.0,6.05,1,0.59,0,2024,CE,Mid Profile
322,115,3,1.5,2.5,8.04,1,0.61,0,2019,CE,Mid Profile
298,112,2,2.5,2.0,8.03,1,0.7,1,2022,CS,Mid Profile
328,116,5,2.0,3.5,7.75,1,0.7,1,2024,ME,Mid Profile
325,104,4,2.0,4.0,7.36,1,0.61,0,2023,DS,Mid Profile
308,102,4,3.0,1.0,7.0,1,0.73,1,2019,EE,Mid Profile
293,112,2,1.5,2.5,8.11,1,0.7,1,2024,DS,Mid Profile
339,96,5,4.5,1.0,7.5,0,0.59,0,2020,CS,High Profile
312,98,3,4.0,3.0,9.88,1,0.87,1,2021,EE,Mid Profile
335,109,3,4.0,2.0,6.69,0,0.43,0,2021,EE,High Profile
324,111,4,1.5,2.5,7.28,1,0.61,0,2023,CE,Mid Profile
329,95,4,4.0,3.0,7.18,1,0.68,1,2018,CS,Mid Profile
328,106,1,4.5,2.0,8.17,1,0.68,1,2021,EE,Mid Profile
299,102,2,1.5,2.5,8.0,0,0.58,0,2023,CE,High Profile
308,106,2,4.0,4.0,8.57,1,0.82,1,2021,EE,Mid Profile
313,119,5,2.5,4.5,9.8,0,0.92,1,2019,DS,Low Profile
315,94,4,4.5,1.0,7.14,1,0.64,0,2018,DS,Mid Profile
292,120,2,3.0,2.5,8.77,0,0.7,1,2021,EE,High Profile
317,105,4,4.5,4.5,6.1,0,0.46,0,2022,ME,Low Profile
297,114,4,1.5,3.0,7.05,1,0.57,0,2021,EE,Mid Profile
327,104,2,2.5,1.5,7.85,1,0.63,0,2024,EE,Mid Profile
324,101,3,2.0,3.5,6.12,0,0.41,0,2022,CE,Low Profile
337,114,5,2.0,1.5,8.47,0,0.69,1,2021,EE,High Profile
327,111,3,2.0,1.0,8.71,0,0.67,1,2018,CS,High Profile
308,96,1,2.5,3.5,8.99,1,0.68,1,2021,EE,Mid Profile
339,112,4,1.5,3.0,8.07,0,0.69,1,2019,DS,High Profile
310,113,3,4.0,4.0,8.42,0,0.71,1,2023,EE,Low Profile
306,103,3,3.0,2.5,7.58,0,0.69,1,2019,EE,High Profile
336,118,4,4.5,4.5,6.17,0,0.47,0,2024,CE,Low Profile
308,110,5,4.0,2.5,6.4,0,0.52,0,2020,CS,High Profile
293,101,2,1.5,4.0,8.62,1,0.76,1,2021,EE,Mid Profile
313,92,3,1.0,1.0,9.98,1,0.86,1,2019,CS,Mid Profile
330,111,1,2.5,1.0,6.06,0,0.5,0,2019,DS,High Profile
299,98,4,3.0,4.5,8.23,1,0.75,1,2024,DS,Mid Profile
313,113,3,2.0,4.5,9.0,1,0.82,1,2019,CE,Mid Profile
296,107,2,4.5,5.0,9.31,0,0.75,1,2021,EE,Low Profile
325,105,4,3.5,2.0,8.18,1,0.71,1,2024,CE,Mid Profile
314,96,3,4.0,1.0,8.48,1,0.66,1,2022,CE,Mid Profile
306,112,3,1.0,5.0,8.79,1,0.74,1,2018,DS,Mid Profile
301,96,3,4.5,3.5,9.44,0,0.73,1,2020,CS,Low Profile
318,104,2,1.5,2.0,6.49,0,0.44,0,2020,CE,High Profile
324,116,1,3.0,4.0,9.7,0,0.84,1,2019,CS,Low Profile
337,118,5,2.5,5.0,6.1,0,0.57,0,2019,ME,Low Profile
312,120,1,4.5,2.0,9.34,1,0.78,1,2021,DS,Mid Profile
298,119,2,2.0,4.0,6.31,1,0.56,0,2020,CS,Mid Profile
332,108,4,2.0,4.5,6.78,1,0.54,0,2020,CS,Mid Profile
322,97,1,2.5,3.0,6.02,1,0.48,0,2020,DS,Mid Profile
325,116,4,2.5,3.5,7.78,1,0.66,1,2020,CS,Mid Profile
294,115,4,1.5,2.0,7.34,0,0.62,0,2019,CE,High Profile
305,120,4,1.5,5.0,6.66,0,0.5,0,2021,ME,Low Profile
329,110,2,2.0,5.0,7.8,0,0.69,1,2024,EE,Low Profile
332,96,1,3.0,5.0,7.61,0,0.58,0,2021,DS,Low Profile
